source,company,adress,tel,url,data,NG,架電日①,先方担当者,ステータス,感触・NEXTアクション,重複判定（0以外は架電不可）
ハロワ,ル・クルーゼ ジャポン株式会社,千葉県,03-3585-0197,,モニカ・マルケス・ピント,,,,,,0
ハロワ,堀ロック工業 株式会社,千葉県,03-3591-6307,,堀 英一郎,,,,,,0
ハロワ,株式会社 麻輪馬,千葉県,03-3602-1334,,代表取締役 岩本 智明,,,,,,0
ハロワ,株式会社 広正社,千葉県,03-3603-0311,,代表取締役 武藤 虎之介,,,,,,0
ハロワ,松崎梱包運輸 株式会社,千葉県,03-3616-8011,,先崎 宣男,,,,,,0
ハロワ,有限会社 風間 運送店,千葉県,03-3618-2711,,代表取締役 風間 利昭,,,,,,0
ハロワ,株式会社 東美 松戸工場,千葉県,03-3618-6631,,代表取締役 須賀 秀夫,,,,,,0
ハロワ,東武バスイースト 株式会社,千葉県,03-3621-5306,,代表取締役社長 槇田 浩昭,,,,,,0
ハロワ,セントラルエンジニアリング 株式会社,千葉県,03-3622-3101,,代表取締役 小出 晧治,,,,,,0
ハロワ,萬栄商事 株式会社,千葉県,03-3624-4002,,,,,,,,0
ハロワ,ベストフードサービス 株式会社,千葉県,03-3625-1461,,巻尾 智明,,,,,,0
ハロワ,株式会社 石国,千葉県,03-3626-1492,,石田 国久,,,,,,0
ハロワ,東武緑地 株式会社,千葉県,03-3626-1993,,平野 通郎,,,,,,0
ハロワ,株式会社 角彦,千葉県,03-3631-1145,,角田 和彦,,,,,,0
ハロワ,株式会社 リヴァストーン,千葉県,03-3633-0123,,代表取締役 石川 達也,,,,,,0
ハロワ,東都給食 株式会社,千葉県,03-3634-3976,,代表取締役社長 藤澤 弘之,,,,,,0
ハロワ,日伸精機株式会社 かずさ工場,千葉県,03-3635-0147,,山口 伸一郎,,,,,,0
ハロワ,昭電設備 株式会社 東京本社,千葉県,03-3637-2441,,代表取締役 遠藤 玄吉,,,,,,0
ハロワ,株式会社 エス・イー,千葉県,03-3644-1822,,代表取締役 佐々木 雅子,,,,,,0
ハロワ,八興産業 株式会社 成田支店,千葉県,03-3647-4561,,井上 昌三,,,,,,0
ハロワ,中真堂 株式会社,千葉県,03-3659-0231,,代表取締役 渡辺 浩一郎,,,,,,0
ハロワ,株式会社 新装大橋Ｒｅきものスタイル,千葉県,03-3662-0841,,大橋 英士,,,,,,0
ハロワ,アキラ 株式会社,千葉県,03-3663-2281,,代表取締役 中川 崇,,,,,,0
ハロワ,第一合同商事 株式会社,千葉県,03-3668-3921,,代表取締役 安部隆行,,,,,,0
ハロワ,株式会社 永代事業所,千葉県,03-3669-7666,,代表取締役 斉藤 義明,,,,,,0
ハロワ,株式会社 伸成電機工業,千葉県,03-3670-1504,,代表取締役社長 下田 松男,,,,,,0
ハロワ,土谷ゴム化成 株式会社,千葉県,03-3673-0111,,代表取締役 土谷 英立,,,,,,0
ハロワ,株式会社アサヒ 八千代事業部,千葉県,03-3683-1561,,代表取締役社長 宮野 学,,,,,,0
ハロワ,株式会社 大沢商店,千葉県,03-3687-1001,,代表取締役 大澤 秀行,,,,,,0
ハロワ,株式会社 中込工業所 白井工場,千葉県,03-3689-0121,,中込 千秋,,,,,,0
ハロワ,株式会社 昭和,千葉県,03-3689-0303,,代表取締役 村瀬 健一,,,,,,0
ハロワ,株式会社 三和薬品,千葉県,03-3689-3231,,代表取締役 畑岸真太郎,,,,,,0
ハロワ,進榮建設興業 株式会社,千葉県,03-3689-4627,,代表取締役 渡邊 あさ江,,,,,,0
ハロワ,有限会社 千葉精螺,千葉県,03-3693-5515,,代表取締役社長 千葉 吉功,,,,,,0
ハロワ,マルト運送有限会社 市川事業所,千葉県,03-3698-0885,,小林 輝男,,,,,,0
ハロワ,城南輸送 株式会社,千葉県,03-3719-0431,,代表取締役 関戸 英雄,,,,,,0
ハロワ,株式会社 エバジツ,千葉県,03-3720-4161,,代表取締役社長 佐藤善伸,,,,,,0
ハロワ,南部産業 株式会社,千葉県,03-3733-7551,,代表取締役 真保 浩一郎,,,,,,0
ハロワ,エヌテーアクアツインズ 株式会社 成田営業所,千葉県,03-3747-1321,,,,,,,,0
ハロワ,株式会社 須藤電機製作所,千葉県,03-3769-6075,,代表取締役 須藤 仁,,,,,,0
ハロワ,エヌ・ディー・アール 株式会社,千葉県,03-3770-4511,,代表取締役社長 森井 昭博,,,,,,0
ハロワ,東京水産運輸 株式会社,千葉県,03-3790-2091,,代表取締役 布施 秀男,,,,,,0
ハロワ,株式会社 ＡＲＣＨ（ＭＡＮＨＡＴＴＡＮ）,千葉県,03-3798-5225,,代表取締役 垣内 綾子,,,,,,0
ハロワ,株式会社 朝日エンジニアリング,千葉県,03-3812-3121,,代表取締役社長 大河内健夫,,,,,,0
ハロワ,東和電気工事 株式会社,千葉県,03-3814-3838,,代表取締役 吉村 篤,,,,,,0
ハロワ,株式会社 サクラ 木更津事業所,千葉県,03-3828-4466,,丸田 章二,,,,,,0
ハロワ,株式会社 オリエント４Ｃ’Ｓ,千葉県,03-3833-3390,,代表取締役 三枝 幹弥,,,,,,0
ハロワ,小島電業 株式会社,千葉県,03-3834-3721,,小島 健司,,,,,,0
ハロワ,株式会社 藤田商店,千葉県,03-3834-5821,,藤田 健,,,,,,0
ハロワ,株式会社 東洋食品,千葉県,03-3836-1281,,荻久保 英男,,,,,,0
ハロワ,株式会社 イーケーシー,千葉県,03-3845-6536,,江原 秀光,,,,,,0
ハロワ,株式会社 シー・アイ・シー,千葉県,03-3845-8606,,代表取締役 芳賀 英吾,,,,,,0
ハロワ,大竹産業株式会社,千葉県,03-3862-3311,,大竹 隆弘,,,,,,0
ハロワ,日進技研株式会社,千葉県,03-3862-3437,,代表取締役 中嶋貴輔,,,,,,0
ハロワ,前畑産業株式会社,千葉県,03-3862-8901,,代表取締役 前畑 康三,,,,,,0
ハロワ,イフスコヘルスケア 株式会社,千葉県,03-3868-2687,,代表取締役 山岡 直方,,,,,,0
ハロワ,株式会社 ライフプラザ東京,千葉県,03-3877-7735,,代表取締役 大矢 大輔,,,,,,0
ハロワ,有限会社 シャイン,千葉県,03-3879-0254,,代表取締役 池澤 隆博,,,,,,0
ハロワ,杉本興業株式会社 鉄工事業部,千葉県,03-3884-3181,,代表取締役社長 杉本 義幸,,,,,,0
ハロワ,株式会社ワーデン,千葉県,03-3903-7332,,代表取締役社長 北郷 源,,,,,,0
ハロワ,ＮＳ・ロジスティックス株式会社,千葉県,03-3926-6501,,代表取締役 根反信行,,,,,,0
ハロワ,石島化学工業 株式会社,千葉県,03-3937-3611,,代表取締役 石島 大嗣,,,,,,0
ハロワ,ＰＴ有限会社 リハビリ道場,千葉県,03-3943-3408,,代表取締役 伊藤 一夫,,,,,,0
ハロワ,株式会社 ラヴォックス,千葉県,03-3960-8096,,代表取締役 牛嶋 渉,,,,,,0
ハロワ,シンテイ警備株式会社,千葉県,03-4331-3511,,代表取締役 安見 正彦,,,,,,0
ハロワ,ユニメディカル 株式会社,千葉県,03-4405-5458,,代表取締役 具潤姫,,,,,,0
ハロワ,日本ルートサービス株式会社,千葉県,03-4555-8570,,代表取締役社長 西山 幸弘,,,,,,0
ハロワ,株式会社 あしたのチーム,千葉県,03-4577-0925,,代表取締役社長 高橋 恭介,,,,,,0
ハロワ,株式会社 ハウスオブローゼ,千葉県,03-5114-5803,,神野 晴年,,,,,,0
ハロワ,株式会社 昭栄美術,千葉県,03-5148-6660,,代表取締役 小林利昭,,,,,,0
ハロワ,エイ・ジー・サービス 株式会社,千葉県,03-5155-8303,,北村 文克,,,,,,0
ハロワ,株式会社 日本メディテック,千葉県,03-5215-6101,,代表取締役 奥園 美絵,,,,,,0
ハロワ,株式会社 シン・コーポレーション,千葉県,03-5225-1410,,代表取締役 加藤 伸司,,,,,,0
ハロワ,酒井医療 株式会社,千葉県,03-5227-5789,,代表取締役 早川 澄,,,,,,0
ハロワ,クラシテ 株式会社,千葉県,03-5229-8700,,代表取締役 笹 晃弘,,,,,,0
ハロワ,クラシテ 株式会社,千葉県,03-5229-8767,,代表取締役 笹 晃弘,,,,,,0
ハロワ,月島テクノメンテサービス株式会社,千葉県,03-5245-7161,,代表取締役社長 服部 博光,,,,,,0
ハロワ,株式会社 ＪＰＣ,千葉県,03-5245-7731,,代表取締役 藤原 寿美子,,,,,,0
ハロワ,グリーンライフ東日本株式会社,千葉県,03-5255-3100,,荒井 恵二,,,,,,0
ハロワ,株式会社 日本機材,千葉県,03-5299-5851,,代表取締役社長 内山清士,,,,,,0
ハロワ,日本瓦斯株式会社（ニチガス）,千葉県,03-5308-2123,,代表取締役社長 和田眞治,,,,,,0
ハロワ,テンプスタッフ・ウィッシュ 株式会社,千葉県,03-5308-6170,,代表取締役 細田 鋼司,,,,,,0
ハロワ,株式会社トップ 東京支店,千葉県,03-5320-1919,,小田 悟,,,,,,0
ハロワ,日総工産株式会社 千葉事業所,千葉県,03-5322-7071,,所長 高山 文成,,,,,,0
ハロワ,株式会社 二友組 東京支店,千葉県,03-5333-1633,,辻 亨,,,,,,0
ハロワ,アイディホーム株式会社,千葉県,03-5337-5825,,代表取締役社長 久林欣也,,,,,,0
ハロワ,株式会社 ファースト・デザイン・システム,千葉県,03-5339-3070,,代表取締役 今野 昭司,,,,,,0
ハロワ,有限会社 エスケイワン,千葉県,03-5342-4858,,川上 泰弘,,,,,,0
ハロワ,ＳＭＣ 株式会社,千葉県,03-5368-0447,,代表取締役 柴田 聡,,,,,,0
ハロワ,株式会社向笠工務店,千葉県,03-5371-2881,,代表取締役 遠藤正保,,,,,,0
ハロワ,株式会社 東基,千葉県,03-5372-7511,,代表取締役 榛葉 紀久雄,,,,,,0
ハロワ,ハイネス管理 株式会社,千葉県,03-5386-3411,,代表取締役 重盛 政幸,,,,,,0
ハロワ,アビリティーズ・ケアネット 株式会社,千葉県,03-5388-7538,,代表取締役会長兼社長 伊東弘泰,,,,,,0
ハロワ,株式会社 菱サ・ビルウェア,千葉県,03-5396-2801,,取締役社長 山口 裕史,,,,,,0
ハロワ,株式会社 エナジーライン,千葉県,03-5404-2670,,代表取締役社長 大石 明彦,,,,,,0
ハロワ,株式会社 カナモト,千葉県,03-5408-5703,,代表取締役社長 金本哲男,,,,,,0
ハロワ,株式会社 シュンインターナショナル,千葉県,03-5413-2291,,代表取締役 佐藤 俊孝,,,,,,0
ハロワ,協立給食 株式会社,千葉県,03-5414-3371,,代表取締役社長 高村 充,,,,,,0
ハロワ,株式会社ハイ・スタンダード,千葉県,03-5418-9920,,代表取締役 腰高 修,,,,,,0
ハロワ,テンプスタッフキャリアコンサルティング株式会社,千葉県,03-5427-7895,,代表取締役 横道 浩一,,,,,,0
ハロワ,株式会社 ルピシア,千葉県,03-5428-5734,,水口 博喜,,,,,,0
ハロワ,コムシス 株式会社 東京支店,千葉県,03-5433-3031,,代表取締役 香西 卓,,,,,,0
ハロワ,株式会社 ゆで太郎システム,千葉県,03-5436-1023,,池田 智昭,,,,,,0
ハロワ,株式会社エフエスユニマネジメント 千葉大学事業所,千葉県,03-5442-7661,,代表取掃技 菊地秀二,,,,,,0
ハロワ,株式会社 ユメディカル,千葉県,03-5443-7795,,代表取締役 松野 祐治,,,,,,0
ハロワ,ＪＳＣ 株式会社,千葉県,03-5456-1348,,代表取締役 井口 哲朗,,,,,,0
ハロワ,株式会社 ナノ・ユニバース,千葉県,03-5456-9959,,代表取締役 濱田 博人,,,,,,0
ハロワ,東京ケータリング 株式会社,千葉県,03-5459-7811,,代表取締役社長 吉田 和民,,,,,,0
ハロワ,株式会社 アズノゥアズ,千葉県,03-5465-8114,,代表取締役 浅見 英理,,,,,,0
ハロワ,株式会社 ワコールキャリアサービス 三井アウトレットパーク木更津,千葉県,03-5468-9071,,代表取締役社長 池田正樹,,,,,,0
ハロワ,株式会社 ケリングジャパン,千葉県,03-5469-7157,,代表取締役 カルロ イモ,,,,,,0
ハロワ,株式会社 ヒマラヤ産業,千葉県,03-5471-1771,,磯部 広勝,,,,,,0
ハロワ,株式会社 稲穂,千葉県,03-5472-6556,,代表取締役 鈴木 達夫,,,,,,0
ハロワ,株式会社 千趣会チャイルドケア,千葉県,03-5475-8568,,代表取締役社長 梶原 健司,,,,,,0
ハロワ,株式会社 Ｉｋｅｄａ,千葉県,03-5485-7330,,代表取締役 池田 悠人,,,,,,0
ハロワ,ＮＳＫロジスティックス株式会社,千葉県,03-5487-2411,,代表取締役 中村 俊治,,,,,,0
ハロワ,株式会社 モスストアカンパニー（モスバーガー）,千葉県,03-5487-7430,,松川 高広,,,,,,0
ハロワ,コスモステクノ・コーポレーション 株式会社,千葉県,03-5498-7827,,代表取締役 松野 茂昭,,,,,,0
ハロワ,泉建設 株式会社,千葉県,03-5501-4321,,依田 省哉,,,,,,0
ハロワ,日本太陽樓 株式会社,千葉県,03-5530-0610,,太陽楼 暁春,,,,,,0
ハロワ,株式会社 ＧＭＩ 成田営業所,千葉県,03-5530-9259,,,,,,,,0
ハロワ,ジェイエフオー・マイメックス株式会社,千葉県,03-5537-7322,,小林 幸雄,,,,,,0
ハロワ,株式会社 タダノテクノ東日本,千葉県,03-5569-2882,,代表取締役 吉原 哲浩,,,,,,0
ハロワ,株式会社 東日本宇佐美,千葉県,03-5569-6621,,代表取締役 尾台 康雄,,,,,,0
ハロワ,株式会社 ファインケメティックス,千葉県,03-5570-8133,,代表取締役 北村 晋次,,,,,,0
ハロワ,株式会社 三和製作所,千葉県,03-5607-7811,,代表取締役 小林 広樹,,,,,,0
ハロワ,株式会社 びゅうトラベルサービス,千葉県,03-5610-3555,,代表取締役社長 高橋 弘行,,,,,,0
ハロワ,医療法人社団 小羊会 医療部,千葉県,03-5611-5113,,理事長 長沼 信治,,,,,,0
ハロワ,株式会社 オーガニックソイル,千葉県,03-5623-5444,,代表取締役社長 中川 英之,,,,,,0
ハロワ,富士マネジメント株式会社,千葉県,03-5623-7560,,代表取締役社長 津賀耕司,,,,,,0
ハロワ,ジャストトレーディング 株式会社,千葉県,03-5625-4880,,橋本 泰雄,,,,,,0
ハロワ,有限会社 エクセル,千葉県,03-5628-3125,,代表取締役 肥田野 正治,,,,,,0
ハロワ,株式会社 Ａ’ｓ,千葉県,03-5633-7761,,高須賀 勇太,,,,,,0
ハロワ,株式会社 富士保安警備,千葉県,03-5638-1511,,代表取締役 川畑 正夫,,,,,,0
ハロワ,株式会社 ガイア,千葉県,03-5642-8803,,代表取締役 大山 努,,,,,,0
ハロワ,株式会社トップ・ルート,千葉県,03-5652-5477,,課長 伊藤 譲,,,,,,0
ハロワ,株式会社ビームス,千葉県,03-5660-1985,,代表取締役 滝澤 弘樹,,,,,,0
ハロワ,特定非営利活動法人 シティウイング,千葉県,03-5672-2940,,,,,,,,0
ハロワ,株式会社 コーリンオート,千葉県,03-5672-7071,,代表取締役 佐久間 一宏,,,,,,0
ハロワ,株式会社 第一食品,千葉県,03-5678-5144,,取締役支店長 阿部 弘志,,,,,,0
ハロワ,株式会社 タウンハウジング,千葉県,03-5687-1912,,代表取締役 新田 泉,,,,,,0
ハロワ,日本航運 株式会社,千葉県,03-5714-1321,,代表取締役 澁澤 善文,,,,,,0
ハロワ,株式会社レイシャスコーポレーション,千葉県,03-5730-0801,,代表取締役 原崎 敏康,,,,,,0
ハロワ,株式会社 未来設計,千葉県,03-5733-0304,,代表取締役社長 柳田 浩史,,,,,,0
ハロワ,ジョンソンコントロールズ 株式会社,千葉県,03-5738-6092,,代表取締役社長 吉田 浩,,,,,,0
ハロワ,不二倉業株式会社,千葉県,03-5743-7081,,代表取締役 山ノ上 利充,,,,,,0
ハロワ,日本シティビルサービス 株式会社,千葉県,03-5744-5200,,代表取締役 渡辺 才子,,,,,,0
ハロワ,株式会社 Ｏｐｅｘ,千葉県,03-5765-2335,,代表取締役 村山 修,,,,,,0
ハロワ,社会福祉法人 どろんこ会,千葉県,03-5766-8066,,代表 高堀 愛香,,,,,,0
ハロワ,株式会社 日京クリエイト ヘルスケアフード事業本部,千葉県,03-5767-2616,,取締役本部長 中嶋 健博,,,,,,0
ハロワ,協立セキュリティプロ 株式会社,千葉県,03-5767-5133,,玉川 克也,,,,,,0
ハロワ,株式会社 エフ・イー・ディー,千葉県,03-5767-8100,,代表取締役 安倍 和秀,,,,,,0
ハロワ,株式会社 ユニマットライフケアプラスホテル市川ステイ,千葉県,03-5770-2051,,代表取締役 菅田 貴人,,,,,,0
ハロワ,株式会社 ニチエネ 千葉施工管理センター,千葉県,03-5775-7107,,代表取締役 黒江 繁夫,,,,,,0
ハロワ,株式会社 国際エキスプレス,千葉県,03-5776-1190,,石井 昭宏,,,,,,0
ハロワ,株式会社 リジョイス カンパニー,千葉県,03-5776-6096,,代表取締役 須田 泰典,,,,,,0
ハロワ,Ａｓ－ｍｅエステール 株式会社,千葉県,03-5777-5120,,丸山 雅史,,,,,,0
ハロワ,Ａｓ－ｍｅエステール 株式会社,千葉県,03-5777-5124,,丸山 雅史,,,,,,0
ハロワ,株式会社 バイオテクノロジービューティー,千葉県,03-5778-9805,,代表取締役 坂井 万知子,,,,,,0
ハロワ,株式会社 アイランド,千葉県,03-5784-1134,,代表取締役 木村 剛士,,,,,,0
ハロワ,イリオスネット 株式会社,千葉県,03-5789-1610,,代表取締役社長 宮崎 毅,,,,,,0
ハロワ,株式会社 ビケンテクノ 東京本部,千葉県,03-5789-2933,,代表取締役 梶山 龍誠,,,,,,0
ハロワ,株式会社 南山堂ホールディングス,千葉県,03-5791-7310,,代表取締役 小池孝芳,,,,,,0
ハロワ,株式会社 プロダクトオブタイム,千葉県,03-5791-7625,,千 倫義,,,,,,0
ハロワ,株式会社 ミサワ,千葉県,03-5793-5500,,代表取締役 社長 三澤 太,,,,,,0
ハロワ,ミモザ株式会社,千葉県,03-5796-0630,,代表取締役 松本 考二,,,,,,0
